               WD01/DL07 grain model for R_V=3.1, q_PAH=0.046
 2.000E-03 = a1 (um)
 2.000E-02 = a2 (um)
                              sigma_abs (um^2/H)
           --------- carbon -----------  -------- silicate ----------
lambda      a<a1     a1<a<a2    a2<a      a<a1     a1<a<a2    a2<a 
 (um)     (um^2/H)  (um^2/H)  (um^2/H)  (um^2/H)  (um^2/H)  (um^2/H) 
1.528E+01 3.609E-18 4.672E-18 1.050E-16 1.229E-17 8.939E-17 8.155E-16
1.542E+01 3.594E-18 4.672E-18 1.042E-16 1.262E-17 9.180E-17 8.374E-16
1.556E+01 3.593E-18 4.677E-18 1.035E-16 1.296E-17 9.430E-17 8.601E-16
1.570E+01 3.617E-18 4.691E-18 1.028E-16 1.332E-17 9.689E-17 8.836E-16
1.585E+01 3.688E-18 4.718E-18 1.022E-16 1.368E-17 9.954E-17 9.078E-16
1.600E+01 3.737E-18 4.742E-18 1.016E-16 1.405E-17 1.023E-16 9.324E-16
1.614E+01 3.851E-18 4.784E-18 1.010E-16 1.443E-17 1.050E-16 9.574E-16
1.629E+01 4.290E-18 4.911E-18 1.005E-16 1.481E-17 1.078E-16 9.825E-16
1.644E+01 5.439E-18 5.222E-18 1.001E-16 1.519E-17 1.105E-16 1.008E-15
1.660E+01 4.639E-18 5.037E-18 9.970E-17 1.556E-17 1.132E-16 1.032E-15
1.675E+01 4.486E-18 5.019E-18 9.935E-17 1.592E-17 1.158E-16 1.056E-15
1.690E+01 4.598E-18 5.071E-18 9.906E-17 1.625E-17 1.182E-16 1.078E-15
1.706E+01 4.623E-18 5.104E-18 9.883E-17 1.656E-17 1.204E-16 1.098E-15
1.722E+01 4.505E-18 5.102E-18 9.865E-17 1.684E-17 1.225E-16 1.117E-15
1.738E+01 4.480E-18 5.127E-18 9.852E-17 1.711E-17 1.245E-16 1.135E-15
1.754E+01 3.862E-18 5.003E-18 9.845E-17 1.734E-17 1.262E-16 1.150E-15
1.770E+01 3.563E-18 4.963E-18 9.844E-17 1.754E-17 1.276E-16 1.163E-15
1.786E+01 3.452E-18 4.976E-18 9.852E-17 1.767E-17 1.286E-16 1.172E-15
1.803E+01 3.170E-18 4.947E-18 9.865E-17 1.777E-17 1.293E-16 1.178E-15
1.820E+01 2.982E-18 4.946E-18 9.885E-17 1.781E-17 1.296E-16 1.181E-15
1.837E+01 2.863E-18 4.965E-18 9.910E-17 1.782E-17 1.296E-16 1.182E-15
1.854E+01 2.784E-18 4.996E-18 9.941E-17 1.777E-17 1.293E-16 1.179E-15
1.871E+01 2.761E-18 5.044E-18 9.977E-17 1.768E-17 1.286E-16 1.173E-15
1.888E+01 2.829E-18 5.120E-18 1.002E-16 1.753E-17 1.276E-16 1.163E-15
1.905E+01 2.676E-18 5.142E-18 1.007E-16 1.734E-17 1.261E-16 1.150E-15
1.923E+01 2.506E-18 5.163E-18 1.013E-16 1.710E-17 1.244E-16 1.134E-15
1.941E+01 2.409E-18 5.207E-18 1.019E-16 1.683E-17 1.224E-16 1.116E-15
1.959E+01 2.337E-18 5.259E-18 1.026E-16 1.652E-17 1.202E-16 1.096E-15
1.977E+01 2.275E-18 5.317E-18 1.034E-16 1.619E-17 1.178E-16 1.074E-15
1.995E+01 2.219E-18 5.381E-18 1.043E-16 1.583E-17 1.152E-16 1.050E-15
2.014E+01 2.165E-18 5.449E-18 1.053E-16 1.547E-17 1.125E-16 1.026E-15
2.032E+01 2.114E-18 5.521E-18 1.064E-16 1.509E-17 1.098E-16 1.001E-15
2.051E+01 2.066E-18 5.600E-18 1.075E-16 1.479E-17 1.076E-16 9.811E-16
2.070E+01 2.018E-18 5.683E-18 1.088E-16 1.451E-17 1.055E-16 9.621E-16
2.089E+01 1.973E-18 5.770E-18 1.101E-16 1.421E-17 1.034E-16 9.427E-16
2.109E+01 1.929E-18 5.863E-18 1.116E-16 1.392E-17 1.013E-16 9.231E-16
2.128E+01 1.886E-18 5.962E-18 1.132E-16 1.362E-17 9.912E-17 9.036E-16
2.148E+01 1.844E-18 6.066E-18 1.148E-16 1.335E-17 9.713E-17 8.854E-16
2.168E+01 1.804E-18 6.176E-18 1.166E-16 1.309E-17 9.527E-17 8.684E-16
2.188E+01 1.765E-18 6.291E-18 1.185E-16 1.285E-17 9.347E-17 8.520E-16
2.208E+01 1.726E-18 6.411E-18 1.205E-16 1.260E-17 9.164E-17 8.353E-16
2.228E+01 1.689E-18 6.538E-18 1.226E-16 1.232E-17 8.964E-17 8.171E-16
2.249E+01 1.653E-18 6.670E-18 1.248E-16 1.204E-17 8.761E-17 7.986E-16
2.270E+01 1.618E-18 6.809E-18 1.272E-16 1.178E-17 8.571E-17 7.812E-16
2.291E+01 1.584E-18 6.953E-18 1.297E-16 1.154E-17 8.395E-17 7.652E-16
2.312E+01 1.550E-18 7.103E-18 1.323E-16 1.132E-17 8.237E-17 7.508E-16
2.333E+01 1.518E-18 7.259E-18 1.350E-16 1.111E-17 8.085E-17 7.369E-16
2.355E+01 1.487E-18 7.421E-18 1.378E-16 1.090E-17 7.928E-17 7.225E-16
2.377E+01 1.456E-18 7.589E-18 1.408E-16 1.068E-17 7.768E-17 7.080E-16
2.399E+01 1.426E-18 7.762E-18 1.439E-16 1.047E-17 7.616E-17 6.941E-16
2.421E+01 1.397E-18 7.941E-18 1.471E-16 1.027E-17 7.472E-17 6.809E-16
2.443E+01 1.369E-18 8.124E-18 1.505E-16 1.008E-17 7.332E-17 6.682E-16
2.466E+01 1.342E-18 8.313E-18 1.539E-16 9.889E-18 7.195E-17 6.557E-16
2.489E+01 1.315E-18 8.506E-18 1.575E-16 9.697E-18 7.055E-17 6.429E-16
2.512E+01 1.289E-18 8.704E-18 1.613E-16 9.501E-18 6.913E-17 6.299E-16
2.535E+01 1.264E-18 8.907E-18 1.651E-16 9.312E-18 6.775E-17 6.174E-16
2.559E+01 1.239E-18 9.113E-18 1.691E-16 9.127E-18 6.641E-17 6.051E-16
2.582E+01 1.215E-18 9.323E-18 1.732E-16 8.947E-18 6.509E-17 5.931E-16
2.606E+01 1.192E-18 9.536E-18 1.774E-16 8.770E-18 6.381E-17 5.814E-16
2.630E+01 1.169E-18 9.751E-18 1.817E-16 8.597E-18 6.255E-17 5.699E-16
2.655E+01 1.147E-18 9.968E-18 1.860E-16 8.428E-18 6.132E-17 5.587E-16
2.679E+01 1.125E-18 1.019E-17 1.904E-16 8.263E-18 6.012E-17 5.477E-16
2.704E+01 1.104E-18 1.040E-17 1.948E-16 8.101E-18 5.894E-17 5.370E-16
2.729E+01 1.084E-18 1.062E-17 1.992E-16 7.943E-18 5.779E-17 5.265E-16
2.754E+01 1.064E-18 1.083E-17 2.036E-16 7.789E-18 5.667E-17 5.163E-16
2.780E+01 1.045E-18 1.104E-17 2.080E-16 7.638E-18 5.557E-17 5.063E-16
2.805E+01 1.026E-18 1.125E-17 2.123E-16 7.490E-18 5.450E-17 4.965E-16
2.831E+01 1.007E-18 1.145E-17 2.165E-16 7.346E-18 5.345E-17 4.869E-16
2.858E+01 9.893E-19 1.164E-17 2.206E-16 7.205E-18 5.242E-17 4.775E-16
2.884E+01 9.718E-19 1.182E-17 2.245E-16 7.066E-18 5.141E-17 4.683E-16
2.911E+01 9.547E-19 1.199E-17 2.283E-16 6.931E-18 5.043E-17 4.593E-16
2.938E+01 9.380E-19 1.215E-17 2.318E-16 6.798E-18 4.946E-17 4.506E-16
2.965E+01 9.217E-19 1.230E-17 2.350E-16 6.669E-18 4.852E-17 4.419E-16
2.992E+01 9.058E-19 1.243E-17 2.379E-16 6.542E-18 4.759E-17 4.335E-16
3.020E+01 8.902E-19 1.255E-17 2.405E-16 6.415E-18 4.668E-17 4.251E-16
3.048E+01 8.750E-19 1.265E-17 2.428E-16 6.291E-18 4.577E-17 4.169E-16
3.076E+01 8.602E-19 1.273E-17 2.446E-16 6.170E-18 4.489E-17 4.089E-16
3.105E+01 8.456E-19 1.280E-17 2.460E-16 6.052E-18 4.403E-17 4.010E-16
3.133E+01 8.314E-19 1.284E-17 2.470E-16 5.936E-18 4.319E-17 3.934E-16
3.162E+01 8.175E-19 1.286E-17 2.476E-16 5.824E-18 4.237E-17 3.859E-16
3.192E+01 8.038E-19 1.287E-17 2.477E-16 5.713E-18 4.157E-17 3.786E-16
3.221E+01 7.905E-19 1.285E-17 2.473E-16 5.605E-18 4.078E-17 3.714E-16
3.251E+01 7.774E-19 1.281E-17 2.464E-16 5.500E-18 4.002E-17 3.644E-16
3.281E+01 7.645E-19 1.275E-17 2.451E-16 5.397E-18 3.927E-17 3.576E-16
3.311E+01 7.519E-19 1.267E-17 2.434E-16 5.297E-18 3.854E-17 3.509E-16
3.342E+01 7.396E-19 1.257E-17 2.412E-16 5.198E-18 3.782E-17 3.444E-16
3.373E+01 7.275E-19 1.245E-17 2.386E-16 5.104E-18 3.713E-17 3.381E-16
3.404E+01 7.156E-19 1.232E-17 2.357E-16 5.013E-18 3.647E-17 3.321E-16
3.436E+01 7.039E-19 1.217E-17 2.323E-16 4.923E-18 3.582E-17 3.261E-16
3.467E+01 6.924E-19 1.200E-17 2.287E-16 4.835E-18 3.518E-17 3.203E-16
3.499E+01 6.812E-19 1.182E-17 2.248E-16 4.749E-18 3.456E-17 3.146E-16
3.532E+01 6.701E-19 1.163E-17 2.206E-16 4.665E-18 3.394E-17 3.090E-16
3.565E+01 6.592E-19 1.142E-17 2.162E-16 4.583E-18 3.334E-17 3.036E-16
3.597E+01 6.485E-19 1.121E-17 2.116E-16 4.502E-18 3.276E-17 2.982E-16
3.631E+01 6.380E-19 1.098E-17 2.069E-16 4.423E-18 3.218E-17 2.930E-16
3.664E+01 6.277E-19 1.076E-17 2.021E-16 4.345E-18 3.161E-17 2.878E-16
3.698E+01 6.175E-19 1.052E-17 1.971E-16 4.269E-18 3.106E-17 2.828E-16
3.733E+01 6.075E-19 1.028E-17 1.921E-16 4.195E-18 3.052E-17 2.778E-16
3.767E+01 5.977E-19 1.004E-17 1.871E-16 4.121E-18 2.998E-17 2.729E-16
3.802E+01 5.880E-19 9.793E-18 1.821E-16 4.045E-18 2.943E-17 2.679E-16
3.837E+01 5.784E-19 9.548E-18 1.771E-16 3.971E-18 2.889E-17 2.630E-16
3.873E+01 5.690E-19 9.302E-18 1.721E-16 3.898E-18 2.836E-17 2.581E-16
3.908E+01 5.598E-19 9.057E-18 1.672E-16 3.825E-18 2.783E-17 2.534E-16
3.945E+01 5.507E-19 8.813E-18 1.623E-16 3.754E-18 2.732E-17 2.486E-16
3.981E+01 5.417E-19 8.572E-18 1.575E-16 3.685E-18 2.681E-17 2.440E-16
4.018E+01 5.329E-19 8.334E-18 1.528E-16 3.616E-18 2.631E-17 2.395E-16
4.055E+01 5.242E-19 8.099E-18 1.482E-16 3.548E-18 2.581E-17 2.350E-16
4.093E+01 5.157E-19 7.868E-18 1.437E-16 3.482E-18 2.533E-17 2.306E-16
4.130E+01 5.072E-19 7.641E-18 1.393E-16 3.416E-18 2.485E-17 2.262E-16
4.169E+01 4.989E-19 7.418E-18 1.351E-16 3.352E-18 2.438E-17 2.219E-16
4.207E+01 4.907E-19 7.201E-18 1.309E-16 3.288E-18 2.392E-17 2.177E-16
4.246E+01 4.827E-19 6.988E-18 1.269E-16 3.226E-18 2.347E-17 2.136E-16
4.285E+01 4.747E-19 6.781E-18 1.230E-16 3.165E-18 2.303E-17 2.096E-16
4.325E+01 4.669E-19 6.578E-18 1.192E-16 3.105E-18 2.259E-17 2.056E-16
4.365E+01 4.592E-19 6.382E-18 1.155E-16 3.046E-18 2.216E-17 2.017E-16
4.406E+01 4.516E-19 6.190E-18 1.120E-16 2.988E-18 2.174E-17 1.978E-16
4.446E+01 4.442E-19 6.004E-18 1.086E-16 2.930E-18 2.132E-17 1.940E-16
4.487E+01 4.368E-19 5.824E-18 1.053E-16 2.874E-18 2.091E-17 1.903E-16
4.529E+01 4.295E-19 5.649E-18 1.021E-16 2.819E-18 2.051E-17 1.867E-16
4.571E+01 4.224E-19 5.479E-18 9.900E-17 2.765E-18 2.012E-17 1.831E-16
4.613E+01 4.154E-19 5.315E-18 9.603E-17 2.713E-18 1.974E-17 1.796E-16
4.656E+01 4.085E-19 5.155E-18 9.316E-17 2.661E-18 1.936E-17 1.762E-16
4.699E+01 4.016E-19 5.001E-18 9.040E-17 2.610E-18 1.899E-17 1.728E-16
4.742E+01 3.949E-19 4.851E-18 8.773E-17 2.559E-18 1.862E-17 1.694E-16
4.786E+01 3.883E-19 4.707E-18 8.515E-17 2.510E-18 1.826E-17 1.662E-16
4.831E+01 3.818E-19 4.567E-18 8.267E-17 2.462E-18 1.791E-17 1.630E-16
4.875E+01 3.754E-19 4.432E-18 8.028E-17 2.414E-18 1.757E-17 1.598E-16
4.920E+01 3.691E-19 4.301E-18 7.797E-17 2.368E-18 1.723E-17 1.568E-16
4.966E+01 3.629E-19 4.174E-18 7.574E-17 2.322E-18 1.690E-17 1.537E-16
5.012E+01 3.568E-19 4.052E-18 7.358E-17 2.277E-18 1.657E-17 1.508E-16
5.058E+01 3.507E-19 3.934E-18 7.149E-17 2.233E-18 1.625E-17 1.479E-16
5.105E+01 3.448E-19 3.820E-18 6.946E-17 2.190E-18 1.594E-17 1.450E-16
5.152E+01 3.390E-19 3.709E-18 6.751E-17 2.148E-18 1.563E-17 1.422E-16
5.200E+01 3.333E-19 3.603E-18 6.561E-17 2.107E-18 1.533E-17 1.395E-16
5.248E+01 3.276E-19 3.500E-18 6.378E-17 2.066E-18 1.503E-17 1.368E-16
5.297E+01 3.221E-19 3.400E-18 6.200E-17 2.026E-18 1.474E-17 1.341E-16
5.346E+01 3.166E-19 3.304E-18 6.028E-17 1.987E-18 1.446E-17 1.315E-16
5.395E+01 3.112E-19 3.211E-18 5.862E-17 1.948E-18 1.418E-17 1.290E-16
5.445E+01 3.059E-19 3.121E-18 5.701E-17 1.910E-18 1.390E-17 1.265E-16
5.495E+01 3.007E-19 3.034E-18 5.546E-17 1.873E-18 1.363E-17 1.240E-16
5.546E+01 2.956E-19 2.949E-18 5.395E-17 1.837E-18 1.336E-17 1.216E-16
5.598E+01 2.905E-19 2.868E-18 5.249E-17 1.801E-18 1.310E-17 1.192E-16
5.649E+01 2.856E-19 2.789E-18 5.107E-17 1.766E-18 1.285E-17 1.169E-16
5.702E+01 2.807E-19 2.713E-18 4.970E-17 1.731E-18 1.259E-17 1.146E-16
5.754E+01 2.759E-19 2.639E-18 4.836E-17 1.697E-18 1.235E-17 1.123E-16
5.808E+01 2.711E-19 2.568E-18 4.707E-17 1.664E-18 1.211E-17 1.101E-16
5.861E+01 2.665E-19 2.499E-18 4.581E-17 1.632E-18 1.187E-17 1.080E-16
5.916E+01 2.619E-19 2.432E-18 4.459E-17 1.600E-18 1.164E-17 1.059E-16
5.970E+01 2.574E-19 2.367E-18 4.341E-17 1.569E-18 1.141E-17 1.038E-16
6.026E+01 2.530E-19 2.305E-18 4.227E-17 1.538E-18 1.119E-17 1.018E-16
6.081E+01 2.486E-19 2.244E-18 4.115E-17 1.508E-18 1.097E-17 9.980E-17
6.138E+01 2.443E-19 2.185E-18 4.007E-17 1.479E-18 1.076E-17 9.786E-17
6.194E+01 2.401E-19 2.128E-18 3.902E-17 1.450E-18 1.055E-17 9.595E-17
6.252E+01 2.360E-19 2.073E-18 3.800E-17 1.421E-18 1.034E-17 9.407E-17
6.310E+01 2.319E-19 2.020E-18 3.700E-17 1.393E-18 1.014E-17 9.222E-17
6.368E+01 2.279E-19 1.968E-18 3.604E-17 1.366E-18 9.939E-18 9.041E-17
6.427E+01 2.239E-19 1.918E-18 3.510E-17 1.340E-18 9.746E-18 8.865E-17
6.486E+01 2.200E-19 1.869E-18 3.418E-17 1.313E-18 9.556E-18 8.692E-17
6.546E+01 2.162E-19 1.822E-18 3.330E-17 1.288E-18 9.370E-18 8.523E-17
6.607E+01 2.125E-19 1.776E-18 3.243E-17 1.263E-18 9.187E-18 8.357E-17
6.668E+01 2.088E-19 1.732E-18 3.159E-17 1.238E-18 9.008E-18 8.193E-17
6.730E+01 2.051E-19 1.688E-18 3.078E-17 1.214E-18 8.831E-18 8.032E-17
6.792E+01 2.016E-19 1.647E-18 2.998E-17 1.190E-18 8.658E-18 7.875E-17
6.855E+01 1.981E-19 1.606E-18 2.921E-17 1.167E-18 8.488E-18 7.720E-17
6.918E+01 1.946E-19 1.566E-18 2.846E-17 1.144E-18 8.322E-18 7.569E-17
6.982E+01 1.912E-19 1.528E-18 2.772E-17 1.122E-18 8.162E-18 7.424E-17
7.047E+01 1.879E-19 1.491E-18 2.701E-17 1.100E-18 8.002E-18 7.278E-17
7.112E+01 1.846E-19 1.455E-18 2.632E-17 1.078E-18 7.845E-18 7.135E-17
7.178E+01 1.814E-19 1.420E-18 2.565E-17 1.057E-18 7.693E-18 6.997E-17
7.244E+01 1.782E-19 1.386E-18 2.499E-17 1.037E-18 7.544E-18 6.861E-17
7.311E+01 1.751E-19 1.353E-18 2.435E-17 1.017E-18 7.398E-18 6.728E-17
7.379E+01 1.720E-19 1.320E-18 2.373E-17 9.971E-19 7.255E-18 6.598E-17
7.447E+01 1.690E-19 1.289E-18 2.313E-17 9.777E-19 7.114E-18 6.470E-17
7.516E+01 1.660E-19 1.259E-18 2.254E-17 9.587E-19 6.975E-18 6.344E-17
7.586E+01 1.631E-19 1.229E-18 2.197E-17 9.400E-19 6.839E-18 6.220E-17
7.656E+01 1.602E-19 1.200E-18 2.141E-17 9.217E-19 6.706E-18 6.099E-17
7.727E+01 1.574E-19 1.172E-18 2.087E-17 9.037E-19 6.575E-18 5.980E-17
7.798E+01 1.547E-19 1.145E-18 2.034E-17 8.862E-19 6.448E-18 5.864E-17
7.870E+01 1.519E-19 1.118E-18 1.982E-17 8.690E-19 6.323E-18 5.750E-17
7.943E+01 1.492E-19 1.093E-18 1.932E-17 8.523E-19 6.201E-18 5.639E-17
8.017E+01 1.466E-19 1.068E-18 1.883E-17 8.358E-19 6.081E-18 5.530E-17
8.091E+01 1.440E-19 1.043E-18 1.835E-17 8.196E-19 5.963E-18 5.423E-17
8.166E+01 1.415E-19 1.019E-18 1.789E-17 8.037E-19 5.847E-18 5.318E-17
8.241E+01 1.390E-19 9.962E-19 1.744E-17 7.881E-19 5.734E-18 5.214E-17
8.318E+01 1.365E-19 9.736E-19 1.700E-17 7.729E-19 5.623E-18 5.114E-17
8.395E+01 1.341E-19 9.517E-19 1.657E-17 7.580E-19 5.515E-18 5.015E-17
8.472E+01 1.317E-19 9.303E-19 1.616E-17 7.434E-19 5.408E-18 4.918E-17
8.551E+01 1.294E-19 9.095E-19 1.576E-17 7.290E-19 5.304E-18 4.823E-17
8.630E+01 1.271E-19 8.893E-19 1.537E-17 7.149E-19 5.202E-18 4.730E-17
8.710E+01 1.249E-19 8.695E-19 1.499E-17 7.011E-19 5.101E-18 4.639E-17
8.790E+01 1.227E-19 8.503E-19 1.462E-17 6.876E-19 5.003E-18 4.549E-17
8.872E+01 1.205E-19 8.315E-19 1.427E-17 6.744E-19 4.906E-18 4.462E-17
8.954E+01 1.184E-19 8.133E-19 1.392E-17 6.615E-19 4.812E-18 4.376E-17
9.036E+01 1.163E-19 7.954E-19 1.359E-17 6.488E-19 4.720E-18 4.292E-17
9.120E+01 1.142E-19 7.781E-19 1.326E-17 6.364E-19 4.630E-18 4.210E-17
9.204E+01 1.122E-19 7.611E-19 1.295E-17 6.242E-19 4.541E-18 4.130E-17
9.290E+01 1.102E-19 7.446E-19 1.264E-17 6.122E-19 4.454E-18 4.050E-17
9.376E+01 1.082E-19 7.285E-19 1.234E-17 6.004E-19 4.368E-18 3.972E-17
9.462E+01 1.063E-19 7.127E-19 1.205E-17 5.889E-19 4.285E-18 3.896E-17
9.550E+01 1.044E-19 6.974E-19 1.177E-17 5.776E-19 4.202E-18 3.821E-17
9.638E+01 1.025E-19 6.824E-19 1.149E-17 5.665E-19 4.122E-18 3.748E-17
9.727E+01 1.007E-19 6.677E-19 1.123E-17 5.557E-19 4.043E-18 3.676E-17
9.817E+01 9.891E-20 6.534E-19 1.097E-17 5.451E-19 3.966E-18 3.606E-17
9.908E+01 9.714E-20 6.395E-19 1.071E-17 5.347E-19 3.890E-18 3.537E-17
1.000E+02 9.540E-20 6.259E-19 1.047E-17 5.245E-19 3.816E-18 3.470E-17
